sequence.sequenceID,alignment.name,alignment.displayName,sequence.m49_country.id,sequence.m49_country.display_name,sequence.gb_place_sampled,sequence.collection_year,sequence.earliest_collection_year,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,,sequence.isolate,,,
AY580127,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,1999,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,51BKds,,,
AY580128,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Samut Prakan,1999,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,62SPbp,,,
AY580129,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,2001,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,70BKdd,,,
AY580130,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Patum Thani,1999,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,79PTm,,,
AY580131,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Patum Thani,1999,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,89PTtb,,,
AY580132,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Samut Prakan,1999,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,211SPbp,,,
AY580133,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,1998,-,2005,301,30-Mar-05,25-Jul-16,Homo sapiens,16352324,,HM65BK,,,
AY580134,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chaiyaphum,2000,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,38/43,,,
AY580135,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chaiyaphum,2000,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,39/43,,,
AY580136,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chaiyaphum,2000,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,46/43,,,
AY580137,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chaiyaphum,2000,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,33/43,,,
AY580138,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chaiyaphum,2000,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,19/43,,,
AY580139,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Patum Thani,1999,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,108PTllk,,,
AY580140,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Patum Thani,1999,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,112PTtyb,,,
AY580141,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,2001,-,2005,301,30-Mar-05,25-Jul-16,Felis catus,16352324,,C267BKbkn,,,
AY580142,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,2001,-,2005,301,30-Mar-05,25-Jul-16,Felis catus,16352324,,C271BKrtv,,,
AY580143,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,1999,-,2005,301,30-Mar-05,25-Jul-16,Felis catus,16352324,,C274BKdd,,,
AY580144,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,1999,-,2005,301,30-Mar-05,25-Jul-16,Felis catus,16352324,,C276BKpv,,,
AY580145,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,1999,-,2005,301,30-Mar-05,25-Jul-16,Felis catus,16352324,,C277BKkt,,,
AY580146,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Pathom,1999,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,232NPsp,,,
AY580147,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nonthaburi,1999,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,235NBpk,,,
AY580148,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Kanchanaburi,2001,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,303KJtmk,,,
AY580149,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Kanchanaburi,2001,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,308KJm,,,
AY580150,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Kanchanaburi,2001,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,318KJtmk,,,
AY580151,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Kanchanaburi,2001,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,326KJtm,,,
AY580152,AL_Asian_SEA3,Asian SEA3,THA,Thailand,nonthaburi,1999,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,95NBtn,,,
AY580153,AL_Asian_SEA3,Asian SEA3,THA,Thailand,nonthaburi,1999,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,195NBby,,,
AY580154,AL_Asian_SEA3,Asian SEA3,THA,Thailand,nakhon Pathom,1999,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,215NPncs,,,
AY580155,AL_Asian_SEA3,Asian SEA3,THA,Thailand,nakhon Pathom,1999,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,263NPm,,,
AY580156,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Patum Thani,1999,-,2005,301,30-Mar-05,25-Jul-16,Felis catus,16352324,,C269PTm,,,
AY580157,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Kanchanaburi,2001,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,333KJm,,,
AY580158,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Kanchanaburi,2001,-,2005,301,30-Mar-05,25-Jul-16,Canis familiaris,16352324,,335KJpnt,,,
AY849022,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nonthaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,5NBm,,,
AY849023,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Pathom,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,26NPpmt,,,
AY849024,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Samut Prakan,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,53SPppd,,,
AY849025,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Pathum Thani,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,67PTtyb,,,
AY849026,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Pathum Thani,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,80PTllk,,,
AY849027,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nonthaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,81NBtn,,,
AY849028,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Pathum Thani,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,99PTkl,,,
AY849029,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Pathum Thani,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,79PTm,,,
AY849030,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Samut Sakhon,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,125SSktb,,,
AY849031,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Samut Sakhon,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,133SSm,,,
AY849032,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Samut Sakhon,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,176SSktb,,,
AY849033,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Samut Sakhon,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,187SSm,,,
AY849034,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Samut Sakhon,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,207SSm,,,
AY849035,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Samut Sakhon,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,217SSm,,,
AY849036,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nonthaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,218NBbk,,,
AY849037,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nonthaburi,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,222NBbbt,,,
AY849038,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nonthaburi,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,228NBtn,,,
AY849039,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Pathom,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,304NPbl,,,
AY849040,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Pathom,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,315NPm,,,
AY849041,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Pathom,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,324NPm,,,
AY849042,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Pathum Thani,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,91PTns,,,
AY849043,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nonthaburi,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,95NBtn,,,
AY849044,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Pathum Thani,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,108PTllk,,,
AY849045,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Pathum Thani,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,112PTtyb,,,
AY849046,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nonthaburi,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,195NBby,,,
AY849047,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Pathom,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,215NPncs,,,
AY849048,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Pathom,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,232NPsp,,,
AY849049,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nonthaburi,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,235NBpk,,,
AY849050,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Pathom,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,263NPm,,,
AY849051,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,2000,-,2005,414,11-Aug-05,25-Jul-16,Felis catus,15985183,,C267BKbkn,,,
AY849052,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Pathum Thani,2000,-,2005,414,11-Aug-05,25-Jul-16,Felis catus,15985183,,C269PTm,,,
AY849053,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,2001,-,2005,414,11-Aug-05,25-Jul-16,Felis catus,15985183,,C271BKrtv,,,
AY849054,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,1999,-,2005,414,11-Aug-05,25-Jul-16,Felis catus,15985183,,C274BKdd,,,
AY849055,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,1999,-,2005,414,11-Aug-05,25-Jul-16,Felis catus,15985183,,C276BKpv,,,
AY849056,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,1999,-,2005,414,11-Aug-05,25-Jul-16,Felis catus,15985183,,C277BKkt,,,
AY849057,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Kanchanaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,303KJtmk,,,
AY849058,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Kanchanaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,308KJm,,,
AY849059,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Kanchanaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,318KJtmk,,,
AY849060,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Kanchanaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,326KJtm,,,
AY849061,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Kanchanaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,333KJm,,,
AY849062,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Kanchanaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,335KJpnt,,,
AY849063,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Pathum Thani,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,89PTtb,,,
AY849064,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chaiyaphum,2000,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,38/43,,,
AY849065,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chaiyaphum,2000,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,39/43,,,
AY849066,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chaiyaphum,2000,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,46/43,,,
AY849067,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Samut Prakan,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,23SPppd,,,
AY849068,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chaiyaphum,2000,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,33/43,,,
AY849069,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chaiyaphum,2000,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,34/43,,,
AY849070,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chaiyaphum,2000,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,19/43,,,
AY849071,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,51BKds,,,
AY849072,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Samut Prakan,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,62SPbp,,,
AY849073,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,48BKpyt,,,
AY849074,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,1998,-,2005,414,11-Aug-05,25-Jul-16,Homo sapiens,15985183,,HM65BK,,,
AY849075,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,1998,-,2005,414,11-Aug-05,25-Jul-16,Homo sapiens,15985183,,HM75BK,,,
AY849076,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,1999,-,2005,414,11-Aug-05,25-Jul-16,Homo sapiens,15985183,,HM88BKjj,,,
AY849077,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,2001,-,2005,414,11-Aug-05,25-Jul-16,Homo sapiens,15985183,,HM208BKpv,,,
AY849078,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phatthalung,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,404PLkcs,,,
AY849079,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Uthali Thani,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,355UThk,,,
AY849080,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phatthalung,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,415PLtm,,,
AY849081,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chaiyaphum,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,294CPm,,,
AY849082,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chaiyaphum,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,295CPksb3,,,
AY849083,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Sawan,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,351NSm,,,
AY849084,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chai Nat,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,353CNmnr,,,
AY849085,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Sawan,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,363NScs,,,
AY849086,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Songkla,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,412SKsd,,,
AY849087,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Songkla,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,414SKm,,,
AY849088,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Sawan,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,361NSly,,,
AY849089,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Sing Buri,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,376SHib,,,
AY849090,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Uthai Thani,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,380UTbr,,,
AY849091,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Lop Buri,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,393LBm,,,
AY849092,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Sing Buri,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,384SHib,,,
AY849093,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Si Thammarat,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,411NTht,,,
AY849094,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chai Nat,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,374CNspy,,,
AY849095,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chai Nat,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,362CNm,,,
AY849096,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Uthai Thani,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,357UTm,,,
AY849097,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Uthai Thani,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,356UTth,,,
AY849098,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Sawan,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,381NSttk,,,
AY849099,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Songkla,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,408SKhy,,,
AY849100,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Suphan Buri,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,332SBm,,,
AY849101,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chai Nat,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,354CNhk,,,
AY849102,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phisanulok,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,425PN,,,
AY849103,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Lop Buri,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,389LBm,,,
AY849104,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phisanulok,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,423PN,,,
AY849105,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phisanulok,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,424PN,,,
AY849106,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Songkla,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,413SKhy,,,
AY849107,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chai Nat,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,358CNsbr,,,
AY849108,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Suphan Buri,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,317SBspn,,,
AY849109,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Prachuap Khiri Khan,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,334PJsry,,,
AY849110,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Suphan Buri,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,340SBspn,,,
AY849111,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Songkla,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,400SKm,,,
AY849112,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Bangkok,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,87BKsl,,,
AY849113,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Pathum Thani,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,156PTns,,,
AY849114,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chachoengsao,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,182CCbnp,,,
AY849115,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phetchaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,349PBm,,,
AY849116,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Ratchaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,307RBptr,,,
AY849117,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phetchaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,329PBm,,,
AY849118,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Satun,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,406STm,,,
AY849119,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Sawan,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,352NStk,,,
AY849120,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Ratchaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,301RBm,,,
AY849121,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Prachuap Khiri Khan,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,157PJsry,,,
AY849122,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Nayok,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,237NYm,,,
AY849123,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Ang Thong,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,270ATvsc,,,
AY849124,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Ratchasima,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,281NRm,,,
AY849125,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Ratchasima,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,282NRpc,,,
AY849126,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Ratchaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,305RBbp,,,
AY849127,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Ratchaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,306RBptr,,,
AY849128,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Ayutthaya,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,191AYsn,,,
AY849129,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Suphan Buri,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,151SBdc,,,
AY849130,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chanthaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,22CBkhm,,,
AY849131,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phichit,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,162PCm,,,
AY849132,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phetchaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,319PBm,,,
AY849133,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Samut Prakan,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,86SPm,,,
AY849134,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chon Buri,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,136CLblm,,,
AY849135,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Yala,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,396YLm,,,
AY849136,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Ayutthaya,1999,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,250AYbt,,,
AY849137,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Ratchaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,302RBpt,,,
AY849138,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Songkhram,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,316SMm,,,
AY849139,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phisanulok,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,426PN,,,
AY849140,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Chaiyaphum,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,296CPksb,,,
AY849141,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phetchaburi,2001,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,313PBnyp,,,
AY849142,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Ratchasima,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,288NRbl,,,
AY849143,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Krabi,2000,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,505KBlt,,,
AY849144,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Trang,2000,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,507TRrd,,,
AY849145,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Si Thammarat,2000,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,511NTts,,,
